Configuration,AFREQ,EXEC,FREQ,INST,INSTnom,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,READ,WRITE,SLOWDOWN
layer-1-particle-1833,1.03,1.31,1.03,159000,2.63,1.27,0.651,41.1,0.000259,0.572,15.8,0.0000996,2.54,11.4,21.5,1.6022929861
layer-1-particle-1833,0.987,0.915,0.718,87300,1.83,1.27,0.691,49.9,0.000572,0.522,22.3,0.000255,2.55,12.9,29.2,1.3092561976
layer-1-particle-1833,1.05,1.2,0.625,84000,2.39,1.91,0.648,27.5,0.000327,0.74,6.85,0.0000815,3.83,5.39,9.01,0.9766996749
layer-1-particle-1833,1.02,1.28,1.02,120000,2.57,1.26,0.695,34.7,0.000289,0.585,13.7,0.000114,2.53,10.1,17.8,1.2330891841
layer-1-particle-1833,0.986,0.695,0.6,52300,1.39,1.16,0.664,40.8,0.000779,0.586,15.2,0.00029,2.32,11,25.8,1.0568412154
layer-1-particle-1833,1.04,1.16,0.826,104000,2.32,1.41,0.717,60.1,0.000579,0.649,16.2,0.000156,2.81,14.6,18.4,1.208278426
layer-1-particle-1833,0.974,1.07,0.704,77200,2.15,1.53,0.67,26.3,0.00034,0.779,5.62,0.0000729,3.05,5.5,9.81,1.0082592934
layer-1-particle-1833,0.974,0.864,0.69,92200,1.73,1.25,0.673,47.7,0.000517,0.471,22.5,0.000244,2.5,14.4,33.8,1.450292551
layer-1-particle-1833,0.997,0.748,0.937,72200,1.5,0.798,0.707,106,0.00147,0.597,32.4,0.000449,1.6,28.7,31.2,1.2720949593
layer-1-particle-1833,1.05,1.33,1,141000,2.66,1.33,0.637,36.9,0.000262,0.763,8.22,0.0000583,2.66,8.38,14.2,1.4302931164
layer-1-particle-1833,1.04,1.11,1.01,137000,2.22,1.1,0.705,66.1,0.000482,0.445,33.8,0.000246,2.19,19.5,39,1.6466544633
layer-1-particle-1833,1.04,0.68,0.508,50200,1.36,1.34,0.659,35.3,0.000703,0.59,13,0.000258,2.68,9.32,20.1,1.0184398386
layer-1-particle-1833,1.04,1.18,1.04,139000,2.36,1.13,0.665,108,0.000779,0.697,24,0.000173,2.26,22.3,25.8,1.5719542505
layer-1-particle-1833,1.03,1.12,1.03,106000,2.23,1.08,0.642,72.6,0.000683,0.645,22,0.000207,2.16,18.4,30.6,1.2723226458
layer-1-particle-1833,0.974,1.15,0.907,110000,2.31,1.27,0.698,53.8,0.00049,0.607,17.3,0.000158,2.54,12.7,18.6,1.2940790456
layer-1-particle-1833,1.02,0.613,0.362,43400,1.23,1.7,0.641,30.5,0.000704,0.726,7.9,0.000182,3.39,5.87,10,0.9933644194
layer-1-particle-1833,1.01,0.878,0.682,259000,1.76,1.29,0.713,109,0.000421,0.417,56.1,0.000216,2.58,37.8,94.3,3.8700408033
layer-1-particle-1833,0.974,0.876,0.915,81500,1.75,0.958,0.662,86.9,0.00107,0.592,29.5,0.000362,1.92,21.4,32.8,1.2898178365
layer-1-particle-1833,1.01,1.26,1.01,124000,2.52,1.25,0.635,37.2,0.0003,0.63,12.7,0.000102,2.49,9.97,21.1,1.3366156511
layer-4-particle-100,1,0.683,0.547,183000,1.37,1.25,0.679,158,0.000864,0.506,52.3,0.000285,2.5,46.2,65.4,4.4469452318
layer-4-particle-100,0.974,1.21,0.973,102000,2.41,1.24,0.674,25.2,0.000248,0.446,12,0.000118,2.48,9.27,17,1.4210205021
layer-4-particle-100,1.01,1.13,1.01,587000,2.27,1.12,0.627,166,0.000283,0.263,105,0.000178,2.24,65.4,155,8.4425428459
layer-4-particle-100,1.05,0.645,0.633,62500,1.29,1.02,0.634,44,0.000705,0.368,22.7,0.000363,2.04,15.4,35.4,1.6439179615
layer-4-particle-100,1.03,0.598,0.489,35500,1.2,1.22,0.621,22.5,0.000634,0.438,10.9,0.000306,2.45,7.5,15.7,1.0292480576
layer-4-particle-100,1,1.19,0.991,93800,2.38,1.2,0.733,43.5,0.000464,0.56,14.1,0.00015,2.4,14.1,15.3,1.3716707936
layer-4-particle-100,1.03,1.01,0.872,66300,2.02,1.16,0.574,25.7,0.000388,0.33,16.2,0.000244,2.32,7.69,15.8,1.1300414613
layer-4-particle-100,0.998,1.07,0.712,67000,2.13,1.5,0.641,17.3,0.000257,0.439,8.22,0.000123,3,6.82,14.9,1.1483803959
layer-4-particle-100,0.974,1.2,0.973,109000,2.4,1.24,0.633,26.9,0.000247,0.445,13,0.000119,2.47,9.5,18,1.5179754699
layer-4-particle-100,0.974,0.896,0.94,114000,1.79,0.953,0.762,76.5,0.000669,0.382,38.6,0.000338,1.91,28.9,42.8,2.1164100131
layer-4-particle-100,0.996,1.26,0.831,250000,2.53,1.52,0.691,37.7,0.000151,0.441,17.7,0.0000708,3.04,16.5,25.5,3.3011149835
layer-4-particle-100,1.04,1.38,1.04,95800,2.76,1.33,0.711,14.8,0.000155,0.575,5.34,0.0000558,2.65,5.65,8.18,1.1872637982
layer-4-particle-100,1.05,1.17,1.04,95200,2.34,1.12,0.672,35.5,0.000373,0.359,19.6,0.000205,2.24,13.6,23.9,1.424347587
layer-4-particle-100,1.05,1.25,1.04,131000,2.5,1.2,0.653,32.9,0.000251,0.341,18.6,0.000142,2.39,12.7,26.7,1.7558521313
layer-4-particle-100,1.04,1.12,1.04,147000,2.25,1.08,0.715,81.2,0.000551,0.491,28.3,0.000192,2.15,25.6,35.2,2.2155624815
layer-4-particle-100,0.974,1.28,0.973,96000,2.55,1.31,0.66,18,0.000188,0.479,9.09,0.0000947,2.62,6.27,9.71,1.2949222862
layer-4-particle-100,0.994,0.958,0.807,181000,1.92,1.19,0.668,72.3,0.0004,0.368,37.7,0.000209,2.37,27.4,52.9,3.1597280603
layer-4-particle-100,1.05,0.871,0.764,52600,1.74,1.14,0.629,25.2,0.000478,0.398,12.5,0.000238,2.28,9.33,21.7,1.0720449077
layer-4-particle-100,1.05,1.1,0.884,85500,2.2,1.25,0.657,24.3,0.000284,0.409,12.2,0.000143,2.49,9.46,18.8,1.320905704
layer-4-particle-100,1.05,1.17,1.04,82000,2.33,1.12,0.696,28.7,0.00035,0.341,17.7,0.000216,2.23,9.18,20.1,1.2159209584
layer-3-particle-1833,1,1.31,1,196000,2.62,1.31,0.742,57.3,0.000292,0.783,12,0.0000613,2.62,12.7,22.4,1.3952492063
layer-3-particle-1833,1,1.29,0.812,446000,2.57,1.59,0.676,81.8,0.000183,0.666,26,0.0000582,3.17,23,38.9,3.1801960357
layer-3-particle-1833,1.03,1.23,1.03,182000,2.45,1.19,0.699,82.9,0.000455,0.64,27.1,0.000149,2.38,19,37.4,1.3789005695
layer-3-particle-1833,1.02,0.794,0.795,342000,1.59,0.998,0.681,238,0.000698,0.425,112,0.000329,2,74.6,150,3.9579687528
layer-3-particle-1833,0.992,0.996,0.842,174000,1.99,1.18,0.702,93.2,0.000536,0.587,35.6,0.000205,2.36,22.9,53.4,1.6576494118
layer-3-particle-1833,0.994,0.679,0.717,96200,1.36,0.947,0.701,104,0.00108,0.571,41.3,0.000429,1.89,26.2,51.5,1.3418938887
layer-3-particle-1833,0.989,1.25,0.858,190000,2.51,1.46,0.722,56.6,0.000297,0.78,11.9,0.0000626,2.93,11.6,18.9,1.4266576678
layer-3-particle-1833,0.981,0.963,0.876,137000,1.93,1.1,0.695,96.3,0.000702,0.589,37.4,0.000273,2.2,20.5,43.4,1.3447176966
layer-3-particle-1833,1.01,1.18,0.95,206000,2.36,1.24,0.653,97.3,0.000471,0.58,38.4,0.000186,2.49,22,42.6,1.627555042
layer-3-particle-1833,1.03,0.743,0.707,93000,1.49,1.05,0.701,99.3,0.00107,0.602,37.2,0.0004,2.1,22.5,44.7,1.172302914
layer-3-particle-1833,1.04,1.08,0.922,146000,2.16,1.17,0.587,109,0.000746,0.647,36.1,0.000246,2.34,19.7,43.2,1.2906302214
layer-3-particle-1833,1.04,1.25,1.04,184000,2.5,1.2,0.735,113,0.000614,0.692,27.5,0.000149,2.41,26.6,28.4,1.3860014588
layer-3-particle-1833,1.02,0.731,0.533,84300,1.46,1.37,0.712,69.4,0.000823,0.672,21.2,0.000251,2.74,14.7,31.3,1.1268998486
layer-3-particle-1833,0.989,0.895,0.591,156000,1.79,1.52,0.631,91.5,0.000588,0.642,30.5,0.000196,3.03,19,41.9,1.6555820965
layer-3-particle-1833,1.01,0.883,0.462,165000,1.77,1.91,0.698,64.2,0.00039,0.73,16.7,0.000101,3.82,14.1,26.3,1.7424293175
layer-3-particle-1833,1.05,1.12,0.665,120000,2.25,1.69,0.758,52,0.000432,0.811,9.59,0.0000797,3.38,8.8,16.4,1.0208018749
layer-3-particle-1833,1.02,1.18,0.908,158000,2.36,1.3,0.636,79.6,0.000503,0.741,19.6,0.000124,2.59,14.5,31.5,1.2969248584
layer-3-particle-1833,1.03,1.11,0.639,125000,2.22,1.74,0.683,59.6,0.000478,0.791,12.3,0.0000984,3.48,8.81,15.8,1.0931839903
layer-3-particle-1833,0.994,1.03,0.941,180000,2.07,1.1,0.646,164,0.000916,0.703,42.7,0.000238,2.2,35.3,50.2,1.6034391718
layer-3-particle-1833,0.99,1.22,0.851,212000,2.44,1.43,0.733,57.8,0.000273,0.794,11.8,0.0000557,2.86,12.1,21.8,1.6388422831
layer-5-particle-1399,0.991,1.17,0.99,209000,2.35,1.19,0.708,103,0.000493,0.624,36.8,0.000176,2.37,23.9,42.5,1.2919277216
layer-5-particle-1399,1.04,1.22,1.04,209000,2.45,1.18,0.724,87.6,0.000419,0.564,36.1,0.000173,2.35,20.5,46.1,1.235301683
layer-5-particle-1399,0.997,1.07,0.992,190000,2.14,1.08,0.637,211,0.00111,0.77,39.9,0.00021,2.16,35,47.1,1.2821487154
layer-5-particle-1399,0.993,0.847,0.983,156000,1.69,0.861,0.702,244,0.00156,0.681,61.8,0.000396,1.72,54.6,58.3,1.3256546329
layer-5-particle-1399,0.985,0.962,0.862,149000,1.92,1.12,0.665,105,0.000701,0.699,29.3,0.000197,2.23,19.8,48.4,1.125165369
layer-5-particle-1399,1.03,1.24,0.798,160000,2.47,1.55,0.725,67.7,0.000424,0.804,12.7,0.0000796,3.09,10.8,16.7,0.9475296873
layer-5-particle-1399,1.03,1.39,1.03,229000,2.78,1.35,0.711,68.7,0.000299,0.815,12.5,0.0000544,2.7,11,16.9,1.1942082936
layer-5-particle-1399,1,1.18,0.998,245000,2.36,1.18,0.654,173,0.000704,0.714,39.3,0.00016,2.37,36.6,43.3,1.4955447847
layer-5-particle-1399,0.993,1.07,0.701,144000,2.14,1.52,0.699,80.7,0.000559,0.757,19.1,0.000133,3.05,13.5,22.6,1.0131426675
layer-5-particle-1399,1,1.17,0.966,258000,2.34,1.21,0.693,107,0.000413,0.693,31.1,0.000121,2.43,22.4,47.2,1.588657275
layer-5-particle-1399,1.03,1.05,1.01,193000,2.09,1.03,0.712,182,0.000944,0.651,55.2,0.000286,2.06,41.8,52.9,1.3432722368
layer-5-particle-1399,1.01,1.27,0.973,219000,2.53,1.3,0.717,102,0.000464,0.684,29.9,0.000136,2.6,21.5,29.9,1.2527031459
layer-5-particle-1399,1.04,0.953,0.64,138000,1.91,1.49,0.662,96.3,0.000696,0.723,25.3,0.000183,2.98,16.1,34.8,1.0857262346
layer-5-particle-1399,0.993,1.28,0.992,237000,2.55,1.29,0.698,79.5,0.000335,0.701,22.6,0.0000955,2.57,15.9,30.4,1.3665050404
layer-5-particle-1399,1.05,0.958,0.663,123000,1.92,1.44,0.697,79.9,0.00065,0.742,19,0.000154,2.89,15,32.8,0.9281358855
layer-5-particle-1399,1.02,1.23,1.02,223000,2.46,1.21,0.687,94.5,0.000424,0.635,31.5,0.000142,2.42,21,44.6,1.3056490816
layer-5-particle-1399,1.03,0.666,0.649,91700,1.33,1.03,0.666,99.8,0.00109,0.652,31.7,0.000346,2.05,20.3,49.5,0.9989550081
layer-5-particle-1399,1,1.11,1,200000,2.23,1.11,0.656,143,0.000716,0.706,37.9,0.00019,2.22,27.6,48.8,1.3052545468
layer-5-particle-1399,0.998,0.689,0.631,98300,1.38,1.09,0.633,116,0.00118,0.695,32.5,0.000331,2.18,21,49.5,1.0705797007
layer-5-particle-1399,1.01,0.988,0.611,126000,1.98,1.62,0.683,96.2,0.000761,0.831,14.4,0.000114,3.23,14.6,22,0.9546907043
layer-1-particle-100,1.03,1.26,1.03,207000,2.52,1.22,0.676,48.3,0.000233,0.396,23.3,0.000112,2.44,19.6,34.6,2.9845782959
layer-1-particle-100,1.03,1.29,1.03,219000,2.58,1.25,0.612,35.2,0.000161,0.365,19,0.000087,2.5,15.7,34.2,3.1452504131
layer-1-particle-100,0.986,1.26,0.986,83300,2.51,1.28,0.707,17.8,0.000214,0.514,8.29,0.0000995,2.55,6.61,11,1.2787553553
layer-1-particle-100,1.02,0.842,0.807,62000,1.68,1.04,0.632,35,0.000565,0.3,21.8,0.000352,2.08,13.1,25.8,1.4811983653
layer-1-particle-100,0.974,0.941,0.973,63100,1.88,0.968,0.779,45.6,0.000723,0.478,17.1,0.000271,1.94,16,19.7,1.2708305268
layer-1-particle-100,1.01,1.14,1.01,74700,2.28,1.12,0.667,29,0.000388,0.35,15.7,0.00021,2.25,10.5,18.3,1.2411315579
layer-1-particle-100,0.977,0.991,0.947,65700,1.98,1.05,0.778,46.8,0.000713,0.534,15.5,0.000237,2.09,17.5,16.9,1.2952178604
layer-1-particle-100,1.01,1.12,1.01,333000,2.23,1.11,0.705,116,0.000349,0.354,61.9,0.000186,2.22,46.3,83.2,5.3713035417
layer-1-particle-100,1.05,0.903,0.982,58200,1.81,0.92,0.698,46.2,0.000794,0.356,22.8,0.000391,1.84,16,24,1.3127712038
layer-1-particle-100,1.02,1.3,0.963,85800,2.6,1.35,0.69,13.6,0.000159,0.553,4.91,0.0000572,2.7,5.74,8.57,1.2773561685
layer-1-particle-100,1.01,1.24,1.01,108000,2.47,1.22,0.715,37.1,0.000343,0.49,14.5,0.000134,2.44,11.2,15.3,1.6151975491
layer-1-particle-100,1.01,0.57,0.328,29300,1.14,1.74,0.647,8.74,0.000298,0.447,4.5,0.000153,3.48,4.15,7.5,1.0488311195
layer-1-particle-100,1.05,1.03,1.02,77500,2.07,1.01,0.727,47,0.000607,0.391,22.1,0.000285,2.02,16.7,24.1,1.4523222295
layer-1-particle-100,1.05,0.526,0.328,38800,1.05,1.6,0.651,10.7,0.000275,0.409,5.64,0.000145,3.21,5.82,10.9,1.4527211011
layer-1-particle-100,0.974,0.873,0.575,51800,1.75,1.52,0.695,15.8,0.000306,0.382,8.23,0.000159,3.04,6.67,13.8,1.1929831389
layer-1-particle-100,0.974,1.13,0.92,76300,2.25,1.22,0.576,22.1,0.00029,0.301,12.7,0.000166,2.45,9.07,20.1,1.2821544597
layer-1-particle-100,1.01,1.1,1.01,281000,2.19,1.09,0.682,139,0.000496,0.373,65.7,0.000234,2.17,50.2,69.5,4.6117900339
layer-1-particle-100,0.982,0.859,0.73,61400,1.72,1.18,0.619,33.6,0.000547,0.246,23.2,0.000378,2.35,11,22.4,1.4224757152
layer-1-particle-100,1.01,1.17,1.01,218000,2.34,1.16,0.709,74,0.00034,0.384,36.6,0.000168,2.32,29.5,46,3.4116855119
layer-1-particle-100,0.974,0.844,0.795,44600,1.69,1.06,0.65,26.3,0.00059,0.262,17.6,0.000396,2.12,9.6,17.5,1.1241700926
layer-2-particle-966,1,1.05,0.733,460000,2.09,1.43,0.674,194,0.000422,0.543,62.8,0.000136,2.85,63.7,87.9,6.1337081659
layer-2-particle-966,1.03,1.23,0.76,127000,2.46,1.62,0.672,30.7,0.000241,0.645,10.6,0.0000832,3.24,8.07,14.6,1.4889980439
layer-2-particle-966,1.01,0.768,0.58,61700,1.54,1.32,0.742,49.5,0.000802,0.636,15.1,0.000244,2.65,14.5,19,1.2925010081
layer-2-particle-966,0.974,0.911,0.973,96500,1.82,0.936,0.759,98.4,0.00102,0.62,26.6,0.000275,1.87,28.6,29.5,1.5458436736
layer-2-particle-966,1.02,1.18,1.02,110000,2.36,1.16,0.692,64.6,0.000584,0.61,19.7,0.000178,2.32,15.6,21.5,1.3476220856
layer-2-particle-966,1.03,0.963,0.867,89900,1.93,1.11,0.708,92.4,0.00103,0.669,23.9,0.000266,2.22,23.2,23.5,1.387620235
layer-2-particle-966,1.04,1.3,1.03,119000,2.6,1.26,0.595,41,0.000343,0.657,13.6,0.000114,2.51,8.28,16.5,1.3378161311
layer-2-particle-966,0.974,0.627,0.473,54900,1.25,1.32,0.651,39.8,0.000725,0.591,14.3,0.000261,2.65,10.6,22.5,1.2932437613
layer-2-particle-966,0.984,0.983,0.965,127000,1.97,1.02,0.643,147,0.00116,0.689,31.2,0.000246,2.04,32.4,32.7,1.8338014876
layer-2-particle-966,1.03,1,1.01,108000,2,0.988,0.702,84.7,0.000781,0.499,34.8,0.000322,1.98,24.8,36.1,1.5559010401
layer-2-particle-966,0.994,0.851,0.956,163000,1.7,0.89,0.732,142,0.000871,0.455,59.2,0.000362,1.78,46.1,69,2.7742240012
layer-2-particle-966,1,0.703,0.556,93200,1.41,1.26,0.613,86.7,0.00093,0.579,26.4,0.000283,2.53,23.4,33.3,1.9281283856
layer-2-particle-966,1,1.07,0.985,175000,2.15,1.09,0.758,89.6,0.000513,0.577,34.4,0.000197,2.18,26.9,45.5,2.2850954483
layer-2-particle-966,0.99,1.18,0.989,123000,2.37,1.2,0.708,54.1,0.00044,0.635,16.3,0.000132,2.39,15.9,21.8,1.4963443116
layer-2-particle-966,1,0.952,0.992,383000,1.9,0.959,0.655,260,0.000679,0.383,124,0.000323,1.92,90.9,143,5.628544557
layer-2-particle-966,1.05,1.1,0.795,122000,2.21,1.39,0.616,50,0.000411,0.578,19.6,0.000161,2.77,14,28.3,1.6684901496
layer-2-particle-966,1.04,1.17,1.04,131000,2.35,1.13,0.669,56.2,0.00043,0.548,23.8,0.000182,2.26,14.6,32.4,1.5916941928
layer-2-particle-966,0.995,0.757,0.581,56900,1.51,1.3,0.654,50.3,0.000884,0.636,13.9,0.000244,2.61,11.7,19.2,1.1307092184
layer-2-particle-966,1.01,1.24,1.01,267000,2.47,1.23,0.687,97.3,0.000365,0.548,35.4,0.000133,2.46,28.6,38.5,3.0213017912
layer-2-particle-966,1.01,1.3,0.862,95900,2.6,1.51,0.667,25.3,0.000264,0.795,5.07,0.0000528,3.01,5.5,9.04,1.0923555711
layer-5-particle-1833,1.04,1.08,0.779,170000,2.16,1.39,0.708,107,0.000632,0.77,24,0.000141,2.78,16.8,36.1,0.8906303769
layer-5-particle-1833,1,1.21,1,284000,2.43,1.21,0.665,133,0.000468,0.668,42,0.000148,2.42,25.3,53,1.2659410674
layer-5-particle-1833,0.993,0.668,0.484,129000,1.34,1.38,0.673,117,0.000906,0.702,32.3,0.00025,2.76,21.3,49.2,1.066559177
layer-5-particle-1833,1.02,1.22,1.02,516000,2.45,1.2,0.677,226,0.000439,0.658,69.5,0.000135,2.4,51,89,2.2672041235
layer-5-particle-1833,1.02,0.533,0.322,191000,1.07,1.66,0.681,110,0.000578,0.737,28,0.000147,3.31,25.6,50.8,1.9533891612
layer-5-particle-1833,1.01,0.823,0.724,227000,1.65,1.14,0.64,166,0.000732,0.569,64.7,0.000285,2.27,37,92.6,1.5082589669
layer-5-particle-1833,1.01,1.01,0.838,485000,2.02,1.2,0.636,234,0.000481,0.488,108,0.000222,2.41,65.5,155,2.5999967649
layer-5-particle-1833,1.01,1.04,0.637,171000,2.07,1.63,0.718,89,0.00052,0.818,15.5,0.0000909,3.26,13.4,22.6,0.8966759655
layer-5-particle-1833,1.01,1.08,1.01,238000,2.17,1.07,0.751,192,0.000804,0.624,56.7,0.000238,2.15,51.6,59.3,1.206205739
layer-5-particle-1833,1.02,0.948,0.966,199000,1.9,0.982,0.642,282,0.00142,0.724,64.1,0.000322,1.96,55.2,65.7,1.1451763693
layer-5-particle-1833,1.01,1.18,0.615,235000,2.36,1.92,0.685,94.9,0.000404,0.841,14.7,0.0000629,3.84,13.7,24,1.1019420735
layer-5-particle-1833,1.01,1.15,1.01,256000,2.3,1.14,0.657,222,0.000868,0.773,45.8,0.000179,2.29,37.3,53.8,1.2036061329
layer-5-particle-1833,0.998,1.25,0.892,262000,2.51,1.41,0.703,99.8,0.00038,0.77,22.7,0.0000865,2.81,15.3,26.9,1.145021016
layer-5-particle-1833,1,1.22,1,490000,2.45,1.22,0.667,186,0.00038,0.629,63.5,0.00013,2.45,41.8,79.9,2.1487445431
layer-5-particle-1833,1.01,1.2,0.832,308000,2.39,1.44,0.76,118,0.000382,0.698,34.8,0.000113,2.88,24.8,41.8,1.4007109886
layer-5-particle-1833,1.01,0.937,1.01,274000,1.87,0.927,0.707,289,0.00106,0.614,93.7,0.000342,1.85,70.4,95.1,1.5964247499
layer-5-particle-1833,1.04,1.28,0.861,354000,2.56,1.48,0.658,166,0.000468,0.714,44.2,0.000125,2.97,29.6,44.6,1.5095253092
layer-5-particle-1833,1,1.06,0.803,198000,2.12,1.32,0.715,127,0.00064,0.662,41.2,0.000208,2.64,22.8,43.8,1.0155800098
layer-5-particle-1833,1.03,1.22,0.773,206000,2.44,1.58,0.728,78.2,0.00038,0.853,11.3,0.0000547,3.15,12.1,21.3,0.9340461885
layer-5-particle-1833,1,1.03,0.999,222000,2.07,1.03,0.685,196,0.000881,0.664,61.3,0.000276,2.07,39.7,62.7,1.164885233
layer-3-particle-100,1.05,0.992,0.807,55900,1.98,1.23,0.691,40.4,0.000723,0.578,11.5,0.000206,2.46,12.2,14.3,1.1783018546
layer-3-particle-100,1.04,0.863,1.02,59800,1.73,0.849,0.743,59.8,0.001,0.469,23.4,0.000391,1.7,20.5,23.6,1.3694841341
layer-3-particle-100,1.03,1.09,1.03,81000,2.17,1.05,0.729,52.1,0.000643,0.484,21.6,0.000266,2.1,17.9,21.4,1.4310280227
layer-3-particle-100,1.01,0.895,0.704,433000,1.79,1.27,0.705,148,0.000343,0.326,90.3,0.000209,2.54,57.9,126,8.9106392307
layer-3-particle-100,1.05,1.15,0.865,69400,2.31,1.33,0.607,16.7,0.000241,0.435,8.4,0.000121,2.67,6.73,14.5,1.248794116
layer-3-particle-100,0.985,1.05,0.781,120000,2.1,1.34,0.759,55.4,0.000461,0.508,20,0.000167,2.68,17.5,25,2.2314398677
layer-3-particle-100,1.05,1.33,1.04,89900,2.66,1.27,0.68,16.2,0.00018,0.501,7.03,0.0000782,2.55,6.78,12.3,1.3066081732
layer-3-particle-100,1.05,0.682,0.689,55600,1.36,0.989,0.691,47.5,0.000854,0.306,30,0.00054,1.98,15.7,29.8,1.5607665803
layer-3-particle-100,1.03,1.15,1.03,168000,2.3,1.12,0.733,76.1,0.000452,0.483,29.5,0.000175,2.23,26.8,36.9,2.7416306708
layer-3-particle-100,1.01,1.11,0.838,107000,2.23,1.33,0.605,28,0.000261,0.406,14.1,0.000132,2.66,10.7,22.6,1.8992479511
layer-3-particle-100,1.01,1.14,1.01,275000,2.28,1.13,0.611,74.5,0.000271,0.261,47.3,0.000172,2.26,29.5,71.9,4.5147655191
layer-3-particle-100,1.01,1.17,0.709,67300,2.34,1.65,0.653,9.82,0.000146,0.482,4.82,0.0000716,3.3,4.45,7.88,1.2461260518
layer-3-particle-100,1.05,1.35,1.04,102000,2.7,1.29,0.675,22.2,0.000217,0.473,9.95,0.0000972,2.59,7.68,11.1,1.4471002821
layer-3-particle-100,0.974,1.03,0.96,71700,2.06,1.07,0.684,34,0.000474,0.422,16,0.000224,2.14,12.6,21.6,1.3366687886
layer-3-particle-100,0.99,0.843,0.83,78200,1.69,1.02,0.656,51.9,0.000664,0.312,32.1,0.00041,2.03,18.7,32,1.8769763875
layer-3-particle-100,1,1.16,1,260000,2.31,1.16,0.587,72.4,0.000278,0.274,45.5,0.000175,2.31,26.8,65.9,4.1661901005
layer-3-particle-100,0.974,1.25,0.973,86700,2.5,1.28,0.66,21.1,0.000243,0.516,9.84,0.000113,2.57,6.49,10.6,1.3173983072
layer-3-particle-100,0.98,1.26,0.919,156000,2.53,1.38,0.651,27.1,0.000174,0.533,10.4,0.0000667,2.75,10.4,16.2,2.3300855119
layer-3-particle-100,1.02,1.35,0.962,89900,2.69,1.4,0.643,10.8,0.00012,0.51,5.06,0.0000563,2.8,4.84,7.83,1.3655975199
layer-3-particle-100,1.01,1,0.963,67500,2.01,1.04,0.719,39.9,0.000591,0.443,17.9,0.000264,2.08,12.8,20.2,1.3231930249
layer-2-particle-1399,1.01,0.745,0.941,102000,1.49,0.792,0.705,154,0.00151,0.631,44.2,0.000432,1.58,40,46,1.8521745195
layer-2-particle-1399,1.02,1.22,1.02,458000,2.45,1.2,0.636,113,0.000247,0.393,61.4,0.000134,2.4,37.9,88.2,4.7368944033
layer-2-particle-1399,0.987,1.25,0.986,153000,2.5,1.27,0.633,48.6,0.000318,0.555,20.6,0.000135,2.54,11.1,22.6,1.5650632321
layer-2-particle-1399,1.01,1.25,0.977,134000,2.49,1.27,0.696,43.1,0.000322,0.622,14.7,0.00011,2.55,11.6,23,1.3975922579
layer-2-particle-1399,1.03,1.28,1.03,168000,2.56,1.24,0.648,56.5,0.000337,0.594,22,0.000131,2.48,12.3,25.5,1.6694710499
layer-2-particle-1399,0.999,0.82,0.892,90600,1.64,0.919,0.693,145,0.00161,0.712,31.9,0.000353,1.84,32.7,31.6,1.5054895483
layer-2-particle-1399,1,1.2,1,137000,2.4,1.2,0.719,59.5,0.000434,0.595,23.2,0.000169,2.4,14.6,25.8,1.4674501525
layer-2-particle-1399,1.03,1.16,1.03,195000,2.33,1.13,0.713,95.7,0.00049,0.527,39.3,0.000201,2.27,28.2,41.6,2.1294780038
layer-2-particle-1399,1.01,1.27,0.688,480000,2.55,1.85,0.659,57.1,0.000119,0.571,22,0.0000458,3.7,24.3,44.6,4.7405213587
layer-2-particle-1399,1.02,0.76,0.677,105000,1.52,1.12,0.677,124,0.00118,0.629,35.1,0.000335,2.25,31.4,36.1,1.7842023308
layer-2-particle-1399,1.05,1.31,0.934,147000,2.61,1.4,0.66,57.1,0.000388,0.74,14.2,0.0000965,2.8,10.1,16.2,1.4867285273
layer-2-particle-1399,1,0.929,0.808,222000,1.86,1.15,0.685,212,0.000956,0.622,60,0.000271,2.3,55.7,60.2,3.0476324069
layer-2-particle-1399,1.01,1.19,0.665,866000,2.38,1.79,0.62,106,0.000123,0.495,50.5,0.0000583,3.58,45.6,88.7,9.1327407294
layer-2-particle-1399,1.02,1.23,1.02,156000,2.46,1.21,0.665,53.4,0.000342,0.572,20.6,0.000132,2.41,14.1,31.1,1.6401239537
layer-2-particle-1399,0.994,1.16,0.994,216000,2.32,1.17,0.716,74.3,0.000345,0.476,37.2,0.000172,2.33,20.7,42.7,2.3608858474
layer-2-particle-1399,0.981,1,0.849,119000,2.01,1.18,0.725,74.4,0.000624,0.527,31.1,0.000261,2.36,20.6,30.6,1.5858662711
layer-2-particle-1399,0.977,1.15,0.976,129000,2.29,1.17,0.613,58.9,0.000457,0.634,19.9,0.000155,2.35,13.5,30.5,1.515419193
layer-2-particle-1399,1.05,1.23,0.894,103000,2.45,1.37,0.731,28.1,0.000273,0.782,6.1,0.0000592,2.74,6.31,10.3,1.1450937573
layer-2-particle-1399,1.01,0.893,0.812,549000,1.79,1.1,0.617,254,0.000463,0.33,153,0.000278,2.2,84,200,7.7152090834
layer-2-particle-1399,1,0.601,0.42,240000,1.2,1.43,0.616,164,0.000683,0.509,63.6,0.000265,2.86,44.2,80.5,5.1030775224
layer-2-particle-2266,1.01,0.876,0.985,131000,1.75,0.89,0.69,173,0.00131,0.656,47.4,0.000361,1.78,42.5,46.4,1.5933841133
