Configuration;ACYC;AFREQ;C0res%;C10res%;C1res%;C2res%;C3res%;C3res%;C6res%;C6res%;C7res%;C7res%;C8res%;C9res%;EXEC;FREQ;INST;INSTnom;INSTnom%;IPC;L2HIT;L2MISS;L2MPI;L3HIT;L3MISS;L3MPI;PhysIPC;PhysIPC%;Proc Energy (Joules);READ;TIME(ticks);WRITE;SLOWDOWN
layer-3-particle-100;6.56e+04;1.04;55.2;0;42.8;0;0;0;0;0;0;0;0;0;0.689;0.575;7.87e+04;1.38;34.5;1.2;0.614;50.9;0.000647;0.381;28.5;0.000363;2.4;59.9;201;17.2;1.43e+04;36.6;1.93495936241
layer-3-particle-100;1.19e+05;1.03;99.9;0;0.0794;0;0;0;0;0;0;0;0;0;1.37;1.03;1.58e+05;2.73;68.3;1.32;0.674;21.9;0.000139;0.499;9.35;5.92e-05;2.65;66.2;227;7.15;1.44e+04;13.4;1.93870475602
layer-3-particle-100;1.19e+05;0.987;98.8;0;1.22;0;0;0;0;0;0;0;0;0;0.942;0.975;1.15e+05;1.88;47.1;0.966;0.712;88.7;0.000771;0.403;40;0.000348;1.93;48.3;209;28.2;1.52e+04;40.4;2.05188927179
layer-3-particle-100;1.06e+05;1.04;95.2;0;4.77;0;0;0;0;0;0;0;0;0;1.36;0.988;1.45e+05;2.71;67.8;1.37;0.686;17.4;0.00012;0.544;7.33;5.05e-05;2.74;68.6;218;6.01;1.34e+04;13.2;1.82041969107
layer-3-particle-100;1.69e+05;1.01;50.4;0;42.6;0;0;0;0;0;0;0;0;0;0.624;0.51;2.06e+05;1.25;31.2;1.22;0.64;119;0.000577;0.362;66.5;0.000322;2.45;61.1;505;42.1;4.13e+04;97.2;5.55853857019
layer-3-particle-100;1.03e+05;0.977;100;0;0.0417;0;0;0;0;0;0;0;0;0;1.09;0.976;1.16e+05;2.19;54.7;1.12;0.716;64.4;0.000557;0.499;24;0.000208;2.24;56;176;17.2;1.32e+04;24.8;1.81134114695
layer-3-particle-100;3.19e+04;1.01;51.1;0;36.1;0;0;0;0;0;0;0;0;0;0.924;0.518;5.69e+04;1.85;46.2;1.78;0.7;16.2;0.000286;0.517;6.73;0.000118;3.57;89.2;94.5;5.58;7.69e+03;9.97;1.06647315182
layer-3-particle-100;1.03e+05;1.05;100;0;0.0389;0;0;0;0;0;0;0;0;0;1.17;1.04;1.15e+05;2.34;58.4;1.12;0.748;62.1;0.000541;0.529;22.3;0.000194;2.24;55.9;208;19.5;1.23e+04;24.3;1.76378409133
layer-3-particle-100;1.03e+05;1.02;98.8;0;1.24;0;0;0;0;0;0;0;0;0;1.06;1.01;1.08e+05;2.12;53;1.05;0.707;60.1;0.000555;0.385;30.8;0.000284;2.1;52.5;196;17.4;1.28e+04;31.2;1.73244043843
layer-3-particle-100;1.32e+05;0.993;100;0;0.0473;0;0;0;0;0;0;0;0;0;1.16;0.993;1.54e+05;2.32;58;1.17;0.646;42.8;0.000277;0.348;24.3;0.000158;2.34;58.4;232;13.8;1.66e+04;35.7;2.3287356811
layer-3-particle-100;5.73e+04;1.02;67.8;0;31.2;0;0;0;0;0;0;0;0;0;0.691;0.694;5.7e+04;1.38;34.6;0.996;0.696;41.8;0.000732;0.342;24.4;0.000427;1.99;49.8;140;14.5;1.03e+04;31;1.46059042649
layer-3-particle-100;1.34e+05;0.983;100;0;0.0349;0;0;0;0;0;0;0;0;0;1.22;0.983;1.67e+05;2.44;61.1;1.24;0.697;55.9;0.000335;0.588;16.4;9.83e-05;2.48;62.1;238;17.3;1.71e+04;24.1;2.29215147167
layer-3-particle-100;3.78e+04;1;60.7;0;38.3;0;0;0;0;0;0;0;0;0;0.934;0.609;5.79e+04;1.87;46.7;1.53;0.635;18.4;0.000317;0.428;9.35;0.000162;3.06;76.6;102;6.16;7.75e+03;16;1.17035230105
layer-3-particle-100;6.87e+04;0.974;57.6;0;42.3;0;0;0;0;0;0;0;0;0;1.13;0.561;1.38e+05;2.25;56.4;2.01;0.629;20.4;0.000148;0.464;10.2;7.4e-05;4.02;100;187;6.65;1.53e+04;15.8;2.17182605571
layer-3-particle-100;1.99e+05;1.01;79.8;0;20.2;0;0;0;0;0;0;0;0;0;1.03;0.806;2.54e+05;2.05;51.3;1.27;0.731;96.3;0.00038;0.434;40.2;0.000158;2.55;63.6;438;33.9;3.09e+04;68;4.11276278631
layer-3-particle-100;9.17e+04;0.992;95.5;0;4.21;0;0;0;0;0;0;0;0;0;1.14;0.947;1.1e+05;2.28;57;1.2;0.698;57.6;0.000522;0.518;20.4;0.000185;2.41;60.2;173;16.7;1.21e+04;21.3;1.64223564682
layer-3-particle-100;1.33e+05;1.04;93.9;0;6.12;0;0;0;0;0;0;0;0;0;1.36;0.975;1.86e+05;2.73;68.1;1.4;0.676;20.2;0.000109;0.551;7.66;4.11e-05;2.79;69.9;283;7.56;1.71e+04;18.1;2.34475956167
layer-3-particle-100;1.86e+05;1;93.5;0;6.11;0;0;0;0;0;0;0;0;0;0.954;0.938;1.89e+05;1.91;47.7;1.02;0.693;109;0.000579;0.315;63.6;0.000336;2.03;50.9;352;36;2.48e+04;65.7;3.2744414613
layer-3-particle-100;7.65e+04;0.974;84;0;13.4;0;0;0;0;0;0;0;0;0;0.907;0.818;8.48e+04;1.81;45.4;1.11;0.709;29.3;0.000346;0.397;15.4;0.000181;2.22;55.4;138;10.7;1.17e+04;28.2;1.61775143468
layer-3-particle-100;3.1e+04;1.01;47.7;0;40.2;0;0;0;0;0;0;0;0;0;0.675;0.48;4.36e+04;1.35;33.8;1.41;0.655;19.2;0.000441;0.497;8.09;0.000186;2.81;70.4;93.7;6.52;8.07e+03;17.5;1.15309948166
layer-3-particle-100;8.6e+04;1.02;99.9;0;0.0968;0;0;0;0;0;0;0;0;0;0.855;1.02;7.2e+04;1.71;42.7;0.838;0.72;88.9;0.00123;0.574;26.3;0.000364;1.68;41.9;162;25.2;1.05e+04;26.6;1.51306192396
layer-3-particle-100;3.43e+04;0.974;41.8;0;39.3;0;0;0;0;0;0;0;0;0;0.658;0.407;5.54e+04;1.32;32.9;1.62;0.639;26.8;0.000484;0.449;13.9;0.000251;3.23;80.8;102;7.54;1.05e+04;16.3;1.4902098613
layer-3-particle-100;7.12e+04;1.05;75.5;0;23.8;0;0;0;0;0;0;0;0;0;0.886;0.788;8e+04;1.77;44.3;1.12;0.64;41.9;0.000524;0.38;20.8;0.00026;2.25;56.2;174;13.5;1.13e+04;31.9;1.52585591641
layer-3-particle-100;9.81e+04;1.04;99.8;0;0.156;0;0;0;0;0;0;0;0;0;1.26;1.04;1.19e+05;2.51;62.8;1.21;0.735;32.5;0.000274;0.396;18.7;0.000158;2.42;60.4;191;9.57;1.18e+04;20.3;1.59306771864
layer-3-particle-100;9.37e+04;0.996;99.9;0;0.0846;0;0;0;0;0;0;0;0;0;1.21;0.995;1.14e+05;2.42;60.4;1.21;0.657;25.3;0.000223;0.464;11.7;0.000103;2.43;60.7;167;8.69;1.18e+04;23;1.56944180672
layer-3-particle-100;1.35e+05;1.01;99.9;0;0.0639;0;0;0;0;0;0;0;0;0;1.05;1.01;1.4e+05;2.1;52.5;1.04;0.691;82;0.000585;0.389;40;0.000285;2.08;52;251;25.7;1.67e+04;42.5;2.28734288903
layer-4-particle-2266;3.54e+05;1.02;99.3;0;0.724;0;0;0;0;0;0;0;0;0;1.1;1.01;3.86e+05;2.2;55;1.09;0.637;301;0.00078;0.609;109;0.000282;2.18;54.4;673;52.4;4.38e+04;106;1.87915607671
layer-4-particle-2266;3.38e+05;1.02;98.2;0;1.77;0;0;0;0;0;0;0;0;0;1.17;0.998;3.95e+05;2.33;58.3;1.17;0.689;325;0.000822;0.707;77.4;0.000196;2.34;58.4;668;64.4;4.24e+04;77;1.81316686151
layer-4-particle-2266;3.07e+05;1.01;99.1;0;0.87;0;0;0;0;0;0;0;0;0;1.31;0.996;4.05e+05;2.63;65.7;1.32;0.747;146;0.000361;0.762;32.7;8.08e-05;2.64;65.9;564;20.6;3.85e+04;40.3;1.65307846484
layer-4-particle-2266;4.15e+05;1.01;99.9;0;0.0904;0;0;0;0;0;0;0;0;0;1.17;1.01;4.79e+05;2.33;58.3;1.15;0.679;213;0.000445;0.692;60.9;0.000127;2.31;57.7;763;39.3;5.13e+04;113;2.1985568464
layer-4-particle-2266;3.1e+05;1.01;99.8;0;0.166;0;0;0;0;0;0;0;0;0;1.28;1.01;3.94e+05;2.57;64.2;1.27;0.676;230;0.000583;0.815;37.2;9.43e-05;2.54;63.6;587;34.3;3.84e+04;49.7;1.63965323435
layer-4-particle-2266;3.01e+05;1;95;0;5.04;0;0;0;0;0;0;0;0;0;1;0.954;3.16e+05;2.01;50.1;1.05;0.693;267;0.000844;0.575;106;0.000334;2.1;52.6;567;53.4;3.95e+04;101;1.69069619571
layer-4-particle-2266;3.16e+05;1.01;99.7;0;0.251;0;0;0;0;0;0;0;0;0;0.964;1.01;3.01e+05;1.93;48.2;0.952;0.672;396;0.00131;0.745;83.6;0.000277;1.9;47.6;595;72;3.91e+04;96.8;1.67805318519
layer-4-particle-2266;3.53e+05;1.02;99.9;0;0.121;0;0;0;0;0;0;0;0;0;1.15;1.02;4.01e+05;2.31;57.7;1.13;0.68;313;0.000781;0.695;82.3;0.000205;2.27;56.7;671;60.8;4.34e+04;83.4;1.86911127063
layer-4-particle-2266;6.15e+05;1.01;98.6;0;1.37;0;0;0;0;0;0;0;0;0;0.881;0.995;5.44e+05;1.76;44.1;0.885;0.699;761;0.0014;0.673;184;0.000338;1.77;44.3;1.16e+03;179;7.72e+04;200;3.30673590232
layer-4-particle-2266;1.39e+05;1;59;0;39;0;0;0;0;0;0;0;0;0;0.73;0.592;1.71e+05;1.46;36.5;1.23;0.668;189;0.0011;0.725;49.3;0.000287;2.47;61.7;369;29.3;2.94e+04;68;1.25760840586
layer-4-particle-2266;1.44e+05;1.01;61.2;0;35.9;0;0;0;0;0;0;0;0;0;0.742;0.619;1.73e+05;1.48;37.1;1.2;0.713;185;0.00107;0.725;44.2;0.000256;2.4;59.9;374;32.1;2.91e+04;65.4;1.26940498402
layer-4-particle-2266;2.92e+05;1;81.7;0;18;0;0;0;0;0;0;0;0;0;1.06;0.82;3.78e+05;2.13;53.1;1.3;0.707;212;0.000562;0.589;76.7;0.000203;2.59;64.8;633;41.6;4.44e+04;88.9;1.89400480239
layer-4-particle-2266;1.79e+05;1.02;76.4;0;21.7;0;0;0;0;0;0;0;0;0;0.878;0.776;2.03e+05;1.76;43.9;1.13;0.686;183;0.000899;0.655;59.1;0.000291;2.26;56.6;396;29.8;2.89e+04;73.1;1.24436545711
layer-4-particle-2266;4.18e+05;1;99.9;0;0.0933;0;0;0;0;0;0;0;0;0;1.17;1;4.91e+05;2.35;58.7;1.17;0.631;226;0.000462;0.705;62;0.000126;2.35;58.7;757;38.2;5.22e+04;111;2.2387566119
layer-4-particle-2266;3.2e+05;1;99.9;0;0.148;0;0;0;0;0;0;0;0;0;1.25;1;3.97e+05;2.49;62.3;1.24;0.678;195;0.000491;0.68;60.6;0.000153;2.49;62.1;581;29;3.99e+04;62.6;1.7147728761
layer-4-particle-2266;1.31e+05;1.02;64.8;0;33.3;0;0;0;0;0;0;0;0;0;1.16;0.663;2.29e+05;2.32;58.1;1.75;0.694;131;0.000573;0.862;17.6;7.67e-05;3.51;87.7;358;11.9;2.47e+04;25.5;1.14615837945
layer-4-particle-2266;3.37e+05;1;99.1;0;0.868;0;0;0;0;0;0;0;0;0;1.07;0.995;3.62e+05;2.14;53.4;1.07;0.697;259;0.000715;0.539;108;0.0003;2.15;53.7;614;56.5;4.23e+04;102;1.80156521234
layer-4-particle-2266;1.36e+05;1.02;62.7;0;36.8;0;0;0;0;0;0;0;0;0;0.691;0.639;1.47e+05;1.38;34.6;1.08;0.709;144;0.000982;0.621;50.6;0.000345;2.16;54.1;347;26.6;2.65e+04;75;1.16006331436
layer-4-particle-2266;2.99e+05;1.01;98.2;0;1.83;0;0;0;0;0;0;0;0;0;1.08;0.994;3.23e+05;2.15;53.8;1.08;0.699;202;0.000626;0.669;63.2;0.000195;2.16;54.1;563;34.6;3.76e+04;92.5;1.6146140894
layer-4-particle-2266;2.85e+05;1.01;99.8;0;0.246;0;0;0;0;0;0;0;0;0;1.32;1.01;3.75e+05;2.65;66.2;1.32;0.714;141;0.000377;0.813;26;6.92e-05;2.64;65.9;529;18.7;3.54e+04;38.9;1.52222924753
layer-4-particle-2266;2.37e+05;1.01;63.2;0;36.5;0;0;0;0;0;0;0;0;0;0.954;0.636;3.55e+05;1.91;47.7;1.5;0.675;218;0.000615;0.668;69;0.000195;3;75;630;37.7;4.65e+04;93.5;2.02455723362
layer-4-particle-2266;1.05e+05;1.02;50.8;0;45.9;0;0;0;0;0;0;0;0;0;0.994;0.519;2.02e+05;1.99;49.7;1.92;0.719;120;0.000595;0.826;20.3;0.0001;3.83;95.8;338;12.4;2.54e+04;29.3;1.12271185488
layer-4-particle-2266;4.02e+05;1;99.9;0;0.102;0;0;0;0;0;0;0;0;0;1.15;0.999;4.62e+05;2.3;57.4;1.15;0.681;362;0.000785;0.713;86;0.000186;2.3;57.4;733;69.4;5.03e+04;90.2;2.15320459786
layer-4-particle-2266;1.02e+05;1.01;47.4;0;44;0;0;0;0;0;0;0;0;0;0.78;0.479;1.66e+05;1.56;39;1.63;0.735;135;0.000811;0.737;34.5;0.000208;3.26;81.4;326;20.6;2.66e+04;43.2;1.14553569314
layer-4-particle-2266;3.56e+05;1;99.9;0;0.117;0;0;0;0;0;0;0;0;0;1.18;1;4.19e+05;2.36;59.1;1.18;0.673;195;0.000465;0.632;66.4;0.000158;2.36;58.9;653;35.1;4.43e+04;94.9;1.91115787483
layer-4-particle-2266;2.17e+05;1.01;88.3;0;11.6;0;0;0;0;0;0;0;0;0;0.991;0.895;2.4e+05;1.98;49.5;1.11;0.715;180;0.000748;0.672;55.5;0.000231;2.21;55.3;436;29.6;3.03e+04;75.4;1.32687512737
layer-4-particle-2266;2.87e+05;1.01;99.9;0;0.144;0;0;0;0;0;0;0;0;0;1.32;1.01;3.75e+05;2.63;65.8;1.31;0.699;166;0.000444;0.846;23.1;6.15e-05;2.61;65.4;526;22.6;3.56e+04;37.2;1.53315252852
layer-4-particle-2266;4.78e+05;1.01;99.9;0;0.0821;0;0;0;0;0;0;0;0;0;1.16;1.01;5.51e+05;2.32;58;1.15;0.672;230;0.000417;0.537;97.5;0.000177;2.3;57.6;871;49.1;5.94e+04;135;2.54102616598
layer-4-particle-2266;6.64e+05;1.01;95.2;0;4.77;0;0;0;0;0;0;0;0;0;1.3;0.964;8.93e+05;2.6;64.9;1.35;0.678;205;0.00023;0.76;47.9;5.36e-05;2.69;67.3;1.28e+03;36.4;8.6e+04;89.1;3.66874968647
layer-4-particle-2266;1.07e+05;1.02;51.5;0;44.9;0;0;0;0;0;0;0;0;0;0.746;0.525;1.51e+05;1.49;37.3;1.42;0.667;155;0.00102;0.798;29.2;0.000193;2.84;71;329;19.6;2.54e+04;53.8;1.1132099895
layer-3-particle-1399;2.59e+05;1.01;97.7;0;2.3;0;0;0;0;0;0;0;0;0;1.05;0.987;2.77e+05;2.11;52.7;1.07;0.626;190;0.000689;0.541;80.3;0.000291;2.14;53.4;489;37.2;3.28e+04;79.6;2.27797451349
layer-3-particle-1399;1.53e+05;1.01;60;0;39.8;0;0;0;0;0;0;0;0;0;0.645;0.607;1.62e+05;1.29;32.2;1.06;0.619;140;0.000861;0.581;52.5;0.000324;2.12;53.1;405;31.6;3.14e+04;93.1;2.17218778195
layer-3-particle-1399;1.87e+05;1.03;99.9;0;0.145;0;0;0;0;0;0;0;0;0;1.3;1.02;2.38e+05;2.6;65;1.27;0.672;86.8;0.000365;0.625;31.2;0.000131;2.54;63.4;359;14.6;2.28e+04;35.4;1.57402218336
layer-3-particle-1399;1.7e+05;0.991;96.9;0;3.09;0;0;0;0;0;0;0;0;0;0.975;0.96;1.73e+05;1.95;48.7;1.02;0.656;152;0.000879;0.578;60;0.000347;2.03;50.8;304;31.1;2.22e+04;57.7;1.54740780743
layer-3-particle-1399;2.13e+05;1;98.6;0;1.38;0;0;0;0;0;0;0;0;0;1.31;0.99;2.82e+05;2.62;65.4;1.32;0.67;97.1;0.000345;0.784;20.2;7.18e-05;2.64;66.1;397;14.9;2.69e+04;29.9;1.83632430877
layer-3-particle-1399;2.36e+05;1.01;99.9;0;0.108;0;0;0;0;0;0;0;0;0;1.22;1.01;2.84e+05;2.44;60.9;1.2;0.69;104;0.000365;0.558;42.1;0.000148;2.4;60.1;436;22.5;2.91e+04;56.5;1.97926560157
layer-3-particle-1399;2.16e+05;1.01;97.4;0;2.64;0;0;0;0;0;0;0;0;0;1.1;0.98;2.43e+05;2.21;55.1;1.13;0.735;109;0.00045;0.556;45.1;0.000185;2.25;56.3;401;28.9;2.76e+04;66.9;1.90334556047
layer-3-particle-1399;2.03e+05;1.01;95.9;0;3.19;0;0;0;0;0;0;0;0;0;0.891;0.964;1.88e+05;1.78;44.6;0.925;0.675;253;0.00135;0.666;66.8;0.000355;1.85;46.2;384;54.9;2.64e+04;65;1.83772417819
layer-3-particle-1399;2.14e+05;1.01;87.9;0;12.1;0;0;0;0;0;0;0;0;0;1;0.889;2.41e+05;2;50.1;1.13;0.701;165;0.000684;0.636;51.2;0.000212;2.25;56.3;445;35.5;3.01e+04;68.3;2.07129395174
layer-3-particle-1399;2.97e+05;1.01;99.9;0;0.0789;0;0;0;0;0;0;0;0;0;1.33;1.01;3.92e+05;2.65;66.3;1.32;0.714;87.1;0.000222;0.701;24;6.12e-05;2.64;65.9;535;17.6;3.69e+04;34.5;2.52908746059
layer-3-particle-1399;4.84e+05;1.01;100;0;0.048;0;0;0;0;0;0;0;0;0;1.19;1;5.7e+05;2.37;59.3;1.18;0.669;160;0.000281;0.455;78.4;0.000137;2.36;59;867;42.9;6.02e+04;121;4.09786901724
layer-3-particle-1399;9.45e+04;1.02;50;0;45.4;0;0;0;0;0;0;0;0;0;0.699;0.508;1.3e+05;1.4;35;1.38;0.648;110;0.000848;0.609;40.6;0.000312;2.75;68.8;295;20.8;2.33e+04;51.3;1.6107383288
layer-3-particle-1399;1.14e+05;1.03;69.4;0;29.2;0;0;0;0;0;0;0;0;0;0.927;0.718;1.47e+05;1.85;46.3;1.29;0.7;94.7;0.000645;0.638;32.4;0.000221;2.58;64.5;288;20.4;1.98e+04;44;1.36537158236
layer-3-particle-1399;7.95e+04;1.03;49.7;0;42.7;0;0;0;0;0;0;0;0;0;0.699;0.513;1.08e+05;1.4;35;1.36;0.707;76.3;0.000704;0.731;17.8;0.000164;2.73;68.2;251;14.7;1.94e+04;42.7;1.3586103904
layer-3-particle-1399;6.65e+04;0.991;49.9;0;44.5;0;0;0;0;0;0;0;0;0;0.703;0.494;9.46e+04;1.41;35.1;1.42;0.713;69.1;0.000731;0.718;17.7;0.000188;2.84;71.1;192;13;1.68e+04;35.5;1.1953702156
layer-3-particle-1399;1.72e+05;1.03;99.8;0;0.158;0;0;0;0;0;0;0;0;0;1.33;1.03;2.22e+05;2.65;66.3;1.29;0.771;79.8;0.00036;0.756;19.1;8.64e-05;2.58;64.4;335;14.8;2.09e+04;25.2;1.4593460349
layer-3-particle-1399;2.69e+05;1.01;100;0;0.0455;0;0;0;0;0;0;0;0;0;1.16;1.01;3.1e+05;2.32;58.1;1.15;0.702;191;0.000616;0.655;55;0.000177;2.3;57.6;500;38.6;3.34e+04;57.4;2.28675469731
layer-3-particle-1399;1.81e+05;1.01;98.4;0;1.59;0;0;0;0;0;0;0;0;0;1.1;0.998;1.99e+05;2.21;55.1;1.1;0.692;140;0.000703;0.566;54.2;0.000272;2.21;55.2;346;30.5;2.26e+04;51;1.55320572524
layer-3-particle-1399;3.68e+05;1;99.9;0;0.0576;0;0;0;0;0;0;0;0;0;1.27;1;4.66e+05;2.53;63.4;1.27;0.726;147;0.000315;0.694;39.3;8.44e-05;2.53;63.3;668;32;4.6e+04;57.2;3.15813083011
layer-3-particle-1399;3.18e+05;1.02;94.3;0;5.72;0;0;0;0;0;0;0;0;0;1.32;0.958;4.38e+05;2.64;65.9;1.38;0.666;89.9;0.000205;0.745;22.2;5.07e-05;2.75;68.8;628;15.4;4.15e+04;39.3;2.8451551309
layer-3-particle-1399;9.7e+04;0.99;60.8;0;38.8;0;0;0;0;0;0;0;0;0;1.11;0.602;1.79e+05;2.22;55.4;1.84;0.682;67.6;0.000378;0.79;13.8;7.75e-05;3.69;92.1;259;9.08;2.01e+04;21.4;1.43789696877
layer-3-particle-1399;9.83e+04;1.02;45.1;0;41.9;0;0;0;0;0;0;0;0;0;0.901;0.461;1.92e+05;1.8;45;1.95;0.716;64;0.000333;0.767;14.2;7.4e-05;3.91;97.7;324;11.4;2.67e+04;31.1;1.88054604954
layer-3-particle-1399;6.41e+04;0.984;47.6;0;44.9;0;0;0;0;0;0;0;0;0;0.761;0.468;1.04e+05;1.52;38;1.62;0.7;82.4;0.000791;0.698;24.2;0.000232;3.25;81.2;193;13.8;1.71e+04;28.1;1.19658519788
layer-3-particle-1399;2.16e+05;1;95.9;0;3.98;0;0;0;0;0;0;0;0;0;1.16;0.961;2.6e+05;2.32;57.9;1.21;0.724;163;0.000625;0.615;48;0.000184;2.41;60.3;418;40.3;2.81e+04;48.1;1.94579320731
layer-3-particle-1399;1.52e+05;0.998;72.8;0;25.4;0;0;0;0;0;0;0;0;0;0.831;0.726;1.74e+05;1.66;41.6;1.15;0.619;126;0.000724;0.58;48.4;0.000278;2.29;57.3;338;25.9;2.62e+04;69.4;1.82267603707
layer-3-particle-1399;1.85e+05;1.01;99.9;0;0.146;0;0;0;0;0;0;0;0;0;1.15;1.01;2.12e+05;2.31;57.7;1.15;0.687;101;0.000476;0.577;39.3;0.000185;2.29;57.3;336;20.5;2.3e+04;50.9;1.58978472246
layer-3-particle-1399;1.85e+05;0.998;99.9;0;0.0792;0;0;0;0;0;0;0;0;0;1.14;0.997;2.12e+05;2.28;57;1.14;0.644;113;0.000535;0.7;31.4;0.000148;2.29;57.2;330;19.7;2.32e+04;52.1;1.64176713808
layer-3-particle-1399;1.81e+05;1.03;99.9;0;0.106;0;0;0;0;0;0;0;0;0;0.932;1.02;1.64e+05;1.86;46.6;0.909;0.684;229;0.00139;0.717;51.7;0.000315;1.82;45.5;350;48;2.21e+04;57.7;1.53547280976
layer-3-particle-1399;1.36e+05;1.03;87.4;0;12.6;0;0;0;0;0;0;0;0;0;1.06;0.901;1.61e+05;2.13;53.2;1.18;0.638;100;0.000622;0.665;30.2;0.000188;2.36;59;297;18.6;1.89e+04;49.5;1.31471641637
layer-3-particle-1399;2.99e+05;1.01;99.9;0;0.0527;0;0;0;0;0;0;0;0;0;1.14;1.01;3.38e+05;2.27;56.9;1.13;0.691;224;0.000662;0.651;66.4;0.000196;2.26;56.5;551;50.1;3.72e+04;70.4;2.53879356353
layer-4-particle-1399;3.45e+05;1.02;83.2;0;16.8;0;0;0;0;0;0;0;0;0;0.916;0.847;3.73e+05;1.83;45.8;1.08;0.671;224;0.000601;0.523;96.5;0.000259;2.16;54;730;48.5;5.09e+04;131;2.91137614085
layer-4-particle-1399;2.2e+05;1.01;99.5;0;0.538;0;0;0;0;0;0;0;0;0;0.911;1.01;1.98e+05;1.82;45.5;0.903;0.748;234;0.00118;0.622;69.2;0.000349;1.81;45.2;413;59.3;2.73e+04;64.9;1.6103522615
layer-4-particle-1399;2.08e+05;0.999;99.8;0;0.182;0;0;0;0;0;0;0;0;0;1.26;0.997;2.64e+05;2.53;63.2;1.27;0.692;106;0.000402;0.646;36.3;0.000138;2.54;63.4;373;17.3;2.61e+04;39.2;1.5090805577
layer-4-particle-1399;2.07e+05;1.02;99.9;0;0.104;0;0;0;0;0;0;0;0;0;1.29;1.02;2.63e+05;2.59;64.7;1.27;0.67;128;0.000486;0.805;23.4;8.9e-05;2.54;63.4;390;18.7;2.54e+04;29.7;1.48511844317
layer-4-particle-1399;1.19e+05;1.03;66.3;0;32.6;0;0;0;0;0;0;0;0;0;0.73;0.683;1.28e+05;1.46;36.5;1.07;0.696;134;0.00105;0.616;48;0.000376;2.14;53.5;303;25.9;2.19e+04;61.9;1.29678566138
layer-4-particle-1399;2.13e+05;1.02;99.8;0;0.236;0;0;0;0;0;0;0;0;0;1.31;1.02;2.74e+05;2.62;65.4;1.29;0.725;108;0.000393;0.716;27.3;9.97e-05;2.57;64.3;407;18.8;2.62e+04;33.7;1.50983072898
layer-4-particle-1399;2.95e+05;1.02;86.2;0;13.5;0;0;0;0;0;0;0;0;0;0.981;0.876;3.31e+05;1.96;49.1;1.12;0.705;220;0.000666;0.587;78.4;0.000237;2.24;56;620;53.1;4.21e+04;96.2;2.4019408752
layer-4-particle-1399;2e+05;1;98.3;0;1.74;0;0;0;0;0;0;0;0;0;1.31;0.986;2.66e+05;2.62;65.4;1.33;0.7;96;0.000361;0.792;19.7;7.4e-05;2.65;66.3;369;12;2.54e+04;23.8;1.46894906203
layer-4-particle-1399;8.08e+04;0.994;39;0;43;0;0;0;0;0;0;0;0;0;0.653;0.388;1.36e+05;1.31;32.6;1.68;0.719;93.9;0.00069;0.701;27.3;0.000201;3.37;84.1;259;14.6;2.6e+04;33.5;1.51387260598
layer-4-particle-1399;2.64e+05;1.01;95.4;0;4.44;0;0;0;0;0;0;0;0;0;1.18;0.964;3.24e+05;2.36;59;1.22;0.692;205;0.000633;0.667;56.6;0.000175;2.45;61.2;521;39.2;3.43e+04;56.8;1.97519201286
layer-4-particle-1399;9.78e+04;1;47.7;0;42.1;0;0;0;0;0;0;0;0;0;0.916;0.478;1.87e+05;1.83;45.8;1.92;0.688;88.9;0.000474;0.798;17.3;9.25e-05;3.83;95.9;303;12.3;2.56e+04;29.4;1.51278793414
layer-4-particle-1399;2.38e+05;1;99.9;0;0.135;0;0;0;0;0;0;0;0;0;1.18;1;2.8e+05;2.37;59.2;1.18;0.693;123;0.00044;0.613;44.9;0.00016;2.36;59;429;23.5;2.96e+04;58.4;1.69023312867
layer-4-particle-1399;2.91e+05;1.01;99.9;0;0.091;0;0;0;0;0;0;0;0;0;1.18;1.01;3.4e+05;2.35;58.8;1.17;0.708;204;0.000602;0.636;63.6;0.000187;2.34;58.4;543;45.6;3.61e+04;65.7;2.09395645533
layer-4-particle-1399;2.2e+05;1.02;94.7;0;5.26;0;0;0;0;0;0;0;0;0;0.972;0.962;2.22e+05;1.94;48.6;1.01;0.684;187;0.000845;0.559;77.6;0.00035;2.02;50.5;421;36.5;2.85e+04;73.8;1.6663776706
layer-4-particle-1399;1.35e+05;0.992;75.7;0;23;0;0;0;0;0;0;0;0;0;0.864;0.752;1.55e+05;1.73;43.2;1.15;0.654;129;0.000831;0.633;43.7;0.000281;2.3;57.5;290;23.7;2.25e+04;58.5;1.30691354128
layer-4-particle-1399;9.13e+04;1.03;55.1;0;40.1;0;0;0;0;0;0;0;0;0;0.753;0.564;1.22e+05;1.51;37.6;1.33;0.696;121;0.000998;0.715;33.2;0.000273;2.67;66.7;269;19.4;2.02e+04;44.5;1.15449367696
layer-4-particle-1399;1.13e+05;1.01;61.8;0;36.6;0;0;0;0;0;0;0;0;0;1.11;0.623;2.01e+05;2.22;55.4;1.78;0.71;82.8;0.000412;0.797;16.3;8.08e-05;3.56;88.9;308;11.2;2.27e+04;25.1;1.31172625106
layer-4-particle-1399;2.1e+05;1.02;99.8;0;0.158;0;0;0;0;0;0;0;0;0;1.28;1.02;2.64e+05;2.56;63.9;1.26;0.671;168;0.000634;0.841;24;9.08e-05;2.51;62.8;404;20.8;2.58e+04;34.1;1.51676408033
